User	Item_tr	Item_te	Rank	Conf_score_tr	Conf_score_te
2	303	327	11	1.5379955	-1.0374215
2	332	303	12	-1.0025158	0.254118
2	322	259	13	1.8878965	-1.8845842
2	682	362	14	0.6485579	-0.60343754
2	304	343	15	-0.32593635	-0.8533024
2	259	245	16	-1.2793714	-0.79439056
2	299	311	17	-1.8670089	-1.1914549
2	346	305	18	-1.1843385	nan
2	311	312	19	-0.93793577	-0.77438956
2	358	350	20	-1.1917198	-1.2311105
2	754	338	21	1.1085844	-1.1974205
2	343	322	22	-1.8927112	-1.3496357
2	260	304	23	-2.2813125	-1.5164907
2	350	242	24	nan	-1.5855396
2	306	896	25	0.41129914	-0.92013407
2	319	348	26	0.08816723	-1.1029658
2	538	882	27	-2.0480394	-1.1927346
2	876	539	28	-1.085148	-0.93213207
2	305	345	29	-1.8630388	-0.6715633
2	339	352	30	0.6934411	1.3362272
2	338	754	31	1.2864339	1.0665382
2	243	749	32	1.4150863	1.4978895
2	324	902	33	1.0451369	1.2982186
2	1025	937	34	0.27761588	2.616663
2	242	906	35	1.158689	1.9901706
2	312	877	36	1.1097175	0.21010908
2	262	319	37	0.6222903	-0.788127
2	352	329	38	2.1306891	1.7156434
2	325	339	39	0.8287743	1.9968868
2	345	324	40	1.2125413	0.23936582
2	687	264	41	-0.21720554	0.8394907
2	127	1434	42	0.9393859	0.80416876
2	349	336	43	0.61826766	1.1457322
2	264	1022	44	1.4396415	0.038958177
2	877	683	45	0.341544	1.4205449
2	749	1127	46	-0.61857474	0.26856977
2	362	873	47	1.789922	0.085958295
2	905	260	48	-0.09021433	1.3957417
2	336	299	49	1.6427597	1.2568517
2	873	1176	50	-0.48607546	1.6912723
2	896	1062	51	-0.16246624	-1.1392611
2	50	358	52	0.81250155	2.0152307
2	329	1025	53	1.3860714	3.0187607
2	875	1243	54	0.53225356	-0.1108418
2	683	308	55	1.1821911	0.9330279
2	308	359	56	-0.87448555	1.2883552
2	359	903	57	1.9716848	-0.27356946
2	539	893	58	0.5196515	-0.31479356
2	680	334	59	0.5967068	-0.7468529
2	334	351	60	1.5802473	0.9833995
2	872	688	61	0.3035475	0.07650576
2	515	687	62	0.5519031	0.30055565
2	902	894	63	1.1201082	1.9128513
2	882	1105	64	2.3962393	1.9533728
2	1176	904	65	-0.046725128	0.56238693
2	681	872	66	-0.028392226	0.69506025
2	348	1024	67	1.2217144	0.4326576
2	330	909	68	2.2884321	0.24857268
2	984	325	69	1.23966	0.381538
2	1038	1313	70	0.6513742	1.1336852
2	257	876	71	0.76982456	-0.30522114
2	181	243	72	-0.24206118	0.123846054
2	938	1527	73	1.3669285	-2.357707
2	890	938	74	0.51567286	0.9336502
2	988	890	75	0.07454202	0.89611083
2	1105	680	76	-0.65698075	-0.93172115
2	989	875	77	0.4312286	0.34246832
2	351	1280	78	0.39020884	-0.08448523
2	1127	1399	79	-1.5041893	0.65068007
2	688	553	80	-0.868188	2.7647052
2	1434	353	81	1.5220493	2.4088988
2	1296	262	82	0.06546598	2.7384415
2	1024	1237	83	-1.2936467	0.66051215
2	906	888	84	-0.62470555	2.7210422
2	1243	246	85	-0.74419326	2.594679
2	298	257	86	-0.68913466	0.009917166
2	510	361	87	-0.041612417	1.7335033
2	1280	335	88	0.25042245	0.71684897
2	335	337	89	0.28511345	2.1000197
2	250	901	90	0.7074082	1.0699844
2	255	1433	91	-0.21351042	1.0515628
2	888	283	92	0.46394637	-0.028528005
2	1022	1294	93	0.6074287	1.239276
2	937	883	94	1.4134952	1.4466646
2	222	995	95	3.0294406	0.29341185
2	210	360	96	0.38092822	0.26583555
2	894	1431	97	1.047008	2.2126696
2	295	989	98	0.66538686	1.9649494
2	903	298	99	0.8295481	1.4539449
2	1062	330	100	1.7002261	0.4524773
3	121	546	1	-0.16368145	0.11438753
3	237	125	2	0.3822477	-0.5183659
3	125	257	3	1.2048163	1.5104092
3	15	15	4	0.5743264	2.4015098
3	405	25	5	-0.9774602	1.6856526
3	476	294	6	1.0230795	0.32396516
3	25	274	7	0.47525954	0.9691437
3	274	685	8	0.6561015	0.21509965
3	410	473	9	0.47574762	2.3329494
3	294	240	10	-0.43492928	1.7517552
3	864	100	11	0.7972393	1.384167
3	276	871	12	1.6635567	1.826665
3	748	410	13	0.80644375	1.5908833
3	9	930	14	1.6843233	2.4071476
3	546	235	15	0.44110027	1.7202044
3	240	476	16	0.84189063	0.103000976
3	477	250	17	0.72200847	0.69813704
3	866	105	18	0.1899529	1.3428328
3	257	255	19	1.8295003	1.206844
3	473	126	20	1.9310616	-0.3824483
3	291	591	21	1.1554257	0.29207852
3	288	9	22	0.80307615	0.75612676
3	100	1060	23	1.3666954	2.085952
3	255	148	24	1.9722592	0.3992421
3	871	298	25	1.4988762	1.7904391
3	591	409	26	1.5343305	1.2574241
3	820	477	27	0.59905314	-0.61967945
3	685	864	28	0.34976408	0.37082756
3	934	120	29	0.936031	0.8535572
3	235	248	30	0.024326783	1.9701489
3	181	288	31	-0.00016786158	0.79493326
3	249	866	32	-0.09011717	0.5841237
3	105	932	33	-2.1354747	0.60958004
3	696	934	34	-1.0154376	2.2665985
3	932	1016	35	0.28464526	0.2963573
3	21	748	36	-0.29022694	1.8014407
3	243	106	37	1.0549774	2.4459856
3	409	1095	38	0.20623076	2.0796473
3	323	291	39	2.0497756	-0.2999242
3	455	275	40	1.3917203	-0.5419082
3	456	21	41	1.7268069	1.4582785
3	126	323	42	2.1331604	1.419326
3	273	290	43	2.07792	1.1779957
3	290	406	44	0.056554556	0.83525145
3	258	456	45	1.5582825	1.446821
3	220	929	46	1.5026175	1.1371427
3	1060	678	47	1.173151	1.8460753
3	298	619	48	0.6971981	3.4268124
3	930	977	49	2.051942	0.039955556
3	250	276	50	1.182928	0.2053022
3	1095	825	51	-0.0944332	0.8683027
3	475	455	52	2.7815762	1.6887095
3	678	3	53	1.2190315	2.7148244
3	619	243	54	0.856366	2.272626
3	1014	249	55	1.5256282	3.0584779
3	929	620	56	0.74443	1.8325894
3	988	993	57	2.2284007	2.463406
3	1012	293	58	1.8824345	2.525515
3	628	1049	59	2.324329	2.6401656
3	148	827	60	1.0840837	1.8252488
3	3	762	61	0.7144056	1.9673759
3	293	1012	62	-0.21447349	1.8876177
3	283	823	63	0.7286567	2.4783604
3	129	475	64	0.5488431	1.1663492
3	740	458	65	0.43506986	0.8213353
3	977	258	66	0.13113725	2.2408223
3	248	1014	67	0.54772395	0.12440024
3	1048	676	68	0.5950065	0.14007252
3	13	368	69	1.2963979	2.1344266
3	1049	544	70	-0.18185908	0.1992276
3	508	740	71	-0.8925209	0.44353023
3	275	1061	72	0.14389594	1.0013694
3	535	744	73	0.6835048	0.39803568
3	1040	1011	74	1.3178177	0.7969923
3	245	628	75	0.7876276	-0.045950413
3	825	696	76	0.81377995	0.3524588
3	328	287	77	1.4482397	0.013636099
3	1016	273	78	1.0893948	1.6030982
3	300	13	79	1.3356136	0.21260236
3	831	508	80	0.2321378	1.3176302
3	974	535	81	1.2890137	0.47288984
3	762	713	82	1.4933842	1.3819335
3	204	245	83	1.1882863	1.038225
3	106	246	84	0.6600471	2.3961902
3	713	283	85	1.4995662	2.0327833
3	741	220	86	1.8906788	1.4252956
3	71	363	87	0.43442872	1.0987529
3	127	10	88	1.3888586	3.295363
3	832	322	89	1.7774069	1.7951499
3	676	95	90	1.5287637	2.5022435
3	1152	832	91	2.1920724	0.10285329
3	287	16	92	1.151099	3.0514781
3	285	931	93	2.1375592	1.6640903
3	827	1284	94	1.126652	1.5658551
3	985	14	95	0.099102184	1.2792768
3	1011	407	96	2.8687325	1.9157827
3	406	1152	97	0.34688532	1.9296411
3	1291	300	98	2.5148356	0.84361815
3	289	755	99	2.9487855	2.240467
3	322	413	100	2.1834927	-1.9271976
4	358	100	1	-0.16008386	-1.1176981
4	679	250	2	-0.9951901	0.6039876
4	323	257	3	-0.6919608	-0.43560097
4	678	343	4	0.6594248	-0.38183227
4	22	22	5	-0.02547481	0.90066564
4	71	452	6	-0.35550228	0.5294963
4	413	333	7	-0.28427246	0.27504316
4	250	145	8	-0.38682157	-0.38725498
4	380	423	9	0.22116631	0.7527953
4	423	232	10	0.24613404	-0.5576867
4	145	895	11	-1.0732911	0.3731276
4	17	678	12	0.4668557	0.019965177
4	379	270	13	2.5076694	2.3452587
4	569	679	14	0.91699946	3.2363682
4	742	94	15	1.2443846	1.926595
4	452	315	16	1.3180568	2.550312
4	24	769	17	0.83377	3.753167
4	455	379	18	0.34851336	0.6242235
4	637	472	19	2.7931523	1.5830371
4	257	17	20	2.0260274	0.84890085
4	441	235	21	2.3411782	1.7934015
4	627	750	22	2.2135894	0.77622753
4	179	474	23	0.020696523	0.7111555
4	177	347	24	-0.65516335	0.20310003
4	820	340	25	0.24947304	0.04915832
4	343	28	26	0.93255085	0.5461503
4	182	252	27	-1.8383577	1.1472425
4	39	538	28	0.8903889	0.44298622
4	324	259	29	1.086474	-0.5391088
4	100	71	30	1.5802311	-0.13700329
4	202	802	31	0.6381035	-0.22983713
4	109	323	32	0.082962155	0.011755496
4	825	346	33	-0.20248552	1.0643202
4	123	331	34	1.2525965	0.6371852
4	561	33	35	-0.15805733	0.44232348
4	268	177	36	1.6636838	2.4947324
4	235	849	37	1.9029608	1.9098985
4	33	156	38	2.5435262	1.7895079
4	147	455	39	0.45898506	1.1662022
4	472	898	40	1.6427348	-0.8463194
4	755	402	41	0.10157882	0.36375508
4	270	1016	42	1.4550494	-0.09903414
4	429	603	43	1.3368284	0.8972013
4	27	209	44	-0.36819807	0.9337434
4	333	413	45	-0.35048693	-0.62883765
4	232	179	46	0.61569387	-0.3581829
4	151	155	47	0.9945775	0.2020105
4	419	657	48	0.34452116	0.82250285
4	398	295	49	1.2162439	-0.28194204
4	331	324	50	-1.3172153	-0.3038336
4	69	569	51	-0.7896766	0.014525634
4	434	24	52	-0.38386485	-0.15858382
4	28	211	53	0.10657353	-0.50291055
4	135	441	54	-0.07824459	-0.72849613
4	259	151	55	-0.64294046	1.5065587
4	203	203	56	-1.4445653	0.5773029
4	774	742	57	-0.26326218	1.6549603
4	590	128	58	0.4803878	0.24446154
4	12	408	59	0.69926864	-0.46232438
4	551	67	60	0.6327078	0.35589936
4	474	586	61	-0.41239378	0.61650044
4	299	690	62	-0.3061298	-1.4134566
4	128	429	63	0.6941903	2.0286276
4	769	97	64	1.742248	0.23072164
4	175	216	65	0.5909326	0.5648493
4	854	268	66	2.346919	-0.56462103
4	64	238	67	-0.15562224	0.81320804
4	211	380	68	1.6875229	2.2048628
4	357	682	69	1.7247044	1.4781218
4	420	758	70	-0.3852461	1.8118087
4	895	189	71	-0.04927978	0.71516734
4	465	820	72	0.34675854	2.8195214
4	655	674	73	0.91453516	1.6131107
4	196	1090	74	0.19399709	0.18422678
4	209	77	75	1.4579203	0.21105078
4	567	169	76	0.18889032	2.1230087
4	573	420	77	-0.11458306	2.4532347
4	191	27	78	0.119911924	1.7924285
4	97	384	79	2.4938278	1.1597978
4	148	890	80	1.2922574	1.71908
4	132	199	81	2.2931752	0.32320723
4	266	692	82	0.07560877	2.1750815
4	421	527	83	1.2604942	0.4644046
4	198	109	84	2.1051493	1.4989564
4	92	310	85	2.6373377	1.377772
4	325	590	86	0.47868934	1.5053463
4	670	551	87	1.830606	0.6014344
4	526	39	88	2.074973	1.1732584
4	758	31	89	2.0713036	1.4478598
4	876	215	90	2.2784307	1.5980039
4	205	393	91	1.728163	1.3884033
4	243	246	92	0.011705639	-1.043976
4	877	386	93	-0.15688875	-0.105124034
4	682	746	94	0.62687606	-0.18029627
4	193	249	95	0.4261631	-0.30554712
4	239	237	96	-0.3900516	0.33766812
4	206	240	97	-0.5651799	-0.68632126
4	238	132	98	-0.9052301	0.053974412
4	1073	739	99	0.9617749	0.4559688
4	563	193	100	-0.26668152	-0.6786205
5	100	100	1	-0.28436434	0.747852
5	1	1	2	-0.7494275	0.95341486
5	174	258	3	-0.027643982	0.36855316
5	172	237	4	-0.043363377	0.88750756
5	237	7	5	-1.0524695	-0.059841692
5	258	174	6	-1.4259366	0.41740653
5	7	298	7	0.52789885	-0.6383215
5	195	151	8	0.041081693	0.33924097
5	69	79	9	0.22605479	-0.52035797
5	204	15	10	0.24952272	0.56701213
5	22	195	11	0.33980152	0.56423175
5	210	275	12	-1.2454085	-0.6763977
5	282	210	13	0.3850224	1.5603617
5	151	748	14	0.65937644	1.7364792
5	597	172	15	2.3353937	-0.31388876
5	79	286	16	3.3760014	0.78831494
5	125	313	17	0.46357062	-0.20024589
5	25	546	18	0.74067223	0.59292525
5	176	248	19	0.11231682	1.1456242
5	288	269	20	-0.2866179	0.5856648
5	276	271	21	0.7297142	1.3756471
5	89	274	22	1.7445126	2.777814
5	483	283	23	3.641633	-1.043956
5	15	25	24	1.0885131	2.0898721
5	183	288	25	2.1904168	2.5711634
5	173	742	26	2.3709695	2.017428
5	153	173	27	0.28907263	1.6061333
5	742	515	28	1.0259284	-0.9348621
5	286	96	29	0.32621092	3.1979063
5	748	176	30	1.980453	1.1947273
5	64	1016	31	1.8530928	2.801717
5	202	328	32	1.8655248	0.40145576
5	248	82	33	2.9572818	0.0964478
5	496	111	34	-0.48358697	0.56983757
5	546	597	35	1.2531922	-0.4140978
5	111	751	36	1.5219975	1.45458
5	96	183	37	0.34391326	0.36700088
5	423	323	38	2.138291	0.046737053
5	249	125	39	2.6159966	0.29442203
5	135	423	40	1.8488181	-0.26805466
5	9	9	41	1.140328	0.7942917
5	12	993	42	-0.14042611	0.15949473
5	357	22	43	1.3711629	1.5171498
5	298	285	44	0.296121	0.4755024
5	132	89	45	-0.5924161	0.8280204
5	235	293	46	0.9492866	-1.139165
5	293	95	47	0.78175896	-0.7587657
5	28	13	48	1.1302835	0.7873522
5	191	153	49	1.1670264	-0.19950695
5	203	472	50	0.4464502	0.68970704
5	274	483	51	0.26861903	0.06154096
5	168	408	52	1.0466212	2.8457396
5	318	678	53	0.53938437	2.588973
5	275	134	54	0.55492246	2.5008996
5	284	147	55	0.13306323	0.58162904
5	82	169	56	0.6227455	1.9109015
5	196	276	57	-1.342386	4.01069
5	479	199	58	0.10130807	0.8799757
5	1016	302	59	2.3528771	-0.53576326
5	71	588	60	0.7342731	0.9369817
5	228	511	61	0.17912665	-0.19228496
5	313	228	62	0.2632763	-0.07451604
5	197	322	63	1.3137463	-0.43530825
5	328	845	64	-0.28210047	0.8721147
5	180	154	65	-0.44380736	1.1054398
5	515	591	66	0.7252325	-0.8863622
5	265	249	67	0.20104127	0.09839868
5	143	245	68	0.37069917	-0.9668437
5	8	194	69	0.4897359	-0.8622926
5	216	204	70	2.281483	-2.1767998
5	147	168	71	0.7409019	1.2195538
5	95	307	72	-0.9551094	-0.6766166
5	480	235	73	nan	1.7077422
5	11	284	74	-0.19545713	-0.27118582
5	591	289	75	1.7636577	0.70019484
5	678	435	76	0.9293328	0.05288448
5	411	685	77	0.26198035	0.39382395
5	472	282	78	-0.5882449	-0.58861005
5	97	496	79	-1.3575311	-1.4952738
5	187	116	80	-0.1991511	-0.2476217
5	685	265	81	1.547111	-0.1828851
5	273	191	82	0.029942159	-0.25423566
5	475	28	83	-0.07204513	1.0318786
5	283	14	84	-1.260997	-0.91873986
5	568	216	85	-1.5138829	0.9658398
5	1028	202	86	-1.637351	0.23195148
5	161	479	87	-0.61127037	0.038391277
5	194	480	88	2.1011496	-0.6912255
5	291	270	89	-0.33770543	0.12695658
5	655	333	90	-0.19474986	0.64044505
5	815	473	91	0.036683083	-0.89658564
5	134	879	92	-1.430065	-0.40926537
5	238	8	93	-0.62037474	-0.226219
5	588	137	94	0.6456207	-0.7742239
5	410	603	95	0.3385141	-0.03332537
5	427	97	96	0.95862705	0.4790575
5	164	474	97	-0.7832354	-1.484278
5	154	64	98	-0.20368205	-1.2139022
5	188	498	99	-0.74747694	-1.410984
5	474	272	100	-1.1463724	-0.3316176
6	50	298	1	-0.2173647	0.05086253
6	303	1	2	-1.2314194	0.1464128
6	275	275	3	-1.0297202	-1.6099243
6	14	323	4	-1.3687478	-1.3228832
6	321	690	5	-0.64465684	-0.29596078
6	137	250	6	-0.32336998	0.7233771
6	117	50	7	-1.1629907	0.2284434
6	298	321	8	0.6039348	-0.43737426
6	181	242	9	-0.8858309	-0.6340713
6	7	405	10	0.21593875	-1.0935713
6	315	121	11	-0.6925324	-0.42286062
6	319	322	12	-0.6245922	-0.47621548
6	690	181	13	3.3680103	1.1784064
6	322	315	14	0.5018436	1.1831065
6	1	14	15	-0.5034035	1.049545
6	242	319	16	-0.6215123	1.696093
6	815	151	17	1.2868577	-1.0712885
6	323	1016	18	1.0120116	2.4687426
6	273	879	19	0.31488463	-0.019776484
6	304	274	20	-1.0208012	0.5609514
6	116	326	21	2.0401745	0.26734272
6	326	303	22	1.8740662	0.47532472
6	306	343	23	1.3868103	1.2106699
6	125	147	24	0.34377205	-0.6696193
6	274	116	25	-0.8532249	0.021409603
6	129	259	26	0.84710616	0.06553659
6	297	1014	27	0.5920361	1.7429131
6	250	137	28	-0.4133611	-1.026418
6	284	125	29	0.11204057	1.7057661
6	879	118	30	-0.3710042	0.07671231
6	292	742	31	-0.078408755	0.10459537
6	476	19	32	0.15543728	-0.19739777
6	1016	252	33	1.9010625	2.0309892
6	305	306	34	2.1033597	1.6906818
6	19	535	35	-0.4061404	-0.27055869
6	12	304	36	0.074225664	-0.76896477
6	121	887	37	0.09897111	-0.5607311
6	24	284	38	0.42950702	-0.200428
6	742	538	39	0.2430308	-0.7048411
6	221	762	40	0.7091499	-1.8488772
6	262	244	41	-1.448705	-0.21150236
6	343	292	42	0.34769976	-1.2166162
6	408	898	43	-0.49255744	-0.3565494
6	1048	148	44	-0.1186286	-0.012873072
6	259	305	45	0.23388626	-0.3283676
6	93	273	46	0.07609097	-0.6468015
6	515	24	47	-1.3052772	0.7939625
6	535	1009	48	-0.113689214	-0.32661635
6	277	278	49	0.40805355	-1.0504667
6	762	813	50	-0.37463915	-1.3623024
6	291	597	51	-0.61147213	-1.4385242
6	260	251	52	0.14635225	0.21593401
6	813	740	53	-0.6706848	nan
6	886	682	54	-0.46225542	-1.4782333
6	682	815	55	-0.9557904	-0.6924705
6	875	243	56	-0.85663235	-0.82543015
6	20	358	57	0.3761413	-0.6109067
6	147	676	58	-0.52782553	2.1658936
6	741	295	59	-0.76592493	0.3693333
6	405	749	60	0.25539607	2.1226459
6	689	260	61	1.5996	0.7928866
6	864	886	62	0.35569507	1.2097477
6	251	408	63	1.8160074	1.056216
6	1142	458	64	0.43698072	-0.5788431
6	887	539	65	0.6572486	-0.5840227
6	244	123	66	0.0847788	1.8938729
6	1197	936	67	-0.43190178	-0.42873698
6	358	937	68	1.854392	-0.0666292
6	295	264	69	-0.6899617	1.4810377
6	243	473	70	-1.1626105	1.2718341
6	676	455	71	-0.12328191	0.49951494
6	873	881	72	1.8845645	-0.7235601
6	1014	1047	73	0.79299974	-0.78240305
6	22	338	74	1.0648339	0.055476815
